MB-WT-7,122,10495
OHZ-WT-74,122,2567
KR-DU-26,119,12005
EIN-XR-1,121,12758
SM-DW-7,117,4587
SDL-LT-280,126,7034
HOL-VV-6,125,5577
GS-UI-086,115,12479
CA-CP-267,114,15868
HBN-VF-94,118,4563
NB-HR-5,134,10212
LB-CD-0,125,4828
ESB-GH-8,122,9641
WA-SC-4,116,5198
NW-MT-81,121,13476
PIR-GP-587,116,12659
KL-ZH-69,125,10728
OBG-JY-22,124,16753
WIL-ND-17,130,9528
GM-VW-863,122,4249
VAI-HN-243,137,6972
WLG-PG-320,117,7975
ZR-KX-20,122,11150
UH-SV-560,120,2969
HG-AQ-1,120,2914
WA-QL-784,132,6556
HAS-PE-200,125,11721
HK-XK-0,126,8359
Y-AL-14,111,9166
S-UQ-13,120,2672
SWA-HA-474,118,4576
HEF-QA-6,122,15926
MQ-CH-55,128,2997
ST-AE-069,120,1452
D-HT-399,124,11095
EBN-FQ-66,129,7374
TR-DU-46,118,12594
MGH-BT-688,123,6768
FB-JV-4,126,11062
BS-ZE-2,122,7394
MSE-QW-855,121,11507
TUT-RN-650,121,14001
PF-IE-380,119,15435
HU-RG-24,129,7024
BP-TP-490,117,14243
MON-ZC-92,118,10653
TDO-ZK-00,128,15481
NAB-FR-225,118,7555
WZL-IG-018,119,6702
KO-EC-531,136,15387
BRG-VR-7,126,4467
GS-NV-766,126,11917
MA-KV-458,140,5954
DON-TO-63,137,4184
GC-TQ-81,137,16960
WEL-BD-13,125,11526
BOR-ZJ-700,123,7530
FDB-KW-1,127,10514
DIZ-CQ-045,116,7686
ALZ-BT-69,120,14425
HEB-LN-8,114,12238
IGB-LM-113,119,7770
BIW-QH-356,113,10537
MAK-QV-96,126,6643
PM-YD-760,132,12483
GP-YJ-77,122,10083
QFT-DE-667,122,5519
LBS-GH-074,118,2352
WS-CV-991,128,15253
WIT-VD-951,133,946
WUR-DF-35,119,5071
SPB-MV-54,127,3959
ERK-AB-9,112,3884
EB-YO-89,130,13359
NWM-UG-51,122,13599
LI-DK-8,130,12705
UEM-CU-630,114,8739
UM-VX-450,120,6043
HET-UB-819,117,6874
WM-II-9,128,4356
GMN-PV-7,116,13904
ROW-PT-178,131,4065
TS-YU-22,124,12798
SEE-XU-9,120,10776
R-UK-2,118,8846
KC-DA-481,135,3628
MH-MB-99,130,10004
DE-UT-385,118,4564
DW-FM-1,121,1786
HG-RI-4,119,5668
DI-XM-2,128,9802
DAN-XD-899,122,3682
LR-YH-1,126,8956
HI-TH-90,129,17034
B-ZF-837,116,2290
BM-ZA-693,128,10083
WSW-ZG-837,119,8714
KN-XJ-71,123,13096
PN-FN-102,121,9741
FFB-OK-4,122,6638
LIF-BM-4,128,12717
BED-HE-5,118,10764
SPB-RB-876,132,3794
OHA-ZT-6,128,5836
GM-MX-32,119,10945
CB-TT-825,119,9740
STA-LA-94,120,6184
FRW-HV-49,125,6335
EBS-DF-845,117,8847
MON-ZM-1,126,12874
OA-KM-95,119,3302
LP-CH-6,113,1894
ERH-JU-27,118,14591
LBS-EA-95,126,8583
ERK-MJ-124,119,9873
ROL-FY-3,120,6749
KLZ-XN-3,121,5237
BNA-NQ-4,117,13230
BIW-TR-00,120,10211
E-GF-66,116,11835
HM-KY-941,113,13183
AC-CN-55,124,6157
GUN-RE-44,124,10733
NI-TO-32,121,16184
WZL-OG-6,127,14709
EIC-ZG-1,116,6406
GW-WI-000,113,11496
GR-GJ-230,123,13236
TS-TV-9,126,15587
LP-QL-2,120,1202
FO-FW-590,117,7264
AT-HC-92,117,6499
RW-FB-396,120,9443
MA-AE-1,128,12400
SFB-CC-44,113,6641
WR-MS-602,131,11389
HL-AS-484,119,4843
TO-WA-37,125,6953
EMS-NZ-4,117,17040
FTL-BB-8,123,17615
HEL-SR-196,125,5069
KK-WU-3,124,13391
OSL-JW-8,119,4028
GC-HS-68,117,6319
WSW-ZU-008,116,15725
THL-NR-51,113,15086
KY-TF-91,136,13138
BOT-YY-3,109,10145
GG-DI-1,126,4632
PA-ZL-381,129,5004
SO-FK-79,123,2157
UFF-MD-264,118,8186
WLG-LX-900,115,3195
HO-QW-509,125,15663
GP-ER-3,119,4669
OA-NX-77,122,6849
HDL-BL-167,116,7602
LP-MR-165,123,11894
MK-NQ-06,120,10955
LD-SZ-10,118,7629
MH-FQ-675,116,5412
EIS-MO-0,115,12512
GNT-XO-097,126,16032
CA-GV-322,114,8519
WE-UO-8,116,17433
FG-RK-52,116,6159
ROK-NT-627,123,10228
OHV-MD-92,128,10659
STD-CO-270,123,5786
VR-AJ-919,121,2923
MAK-EN-399,118,16780
LSN-TD-95,111,11790
BTF-UR-12,132,12796
HAM-TF-81,129,14770
OCH-EZ-52,123,5455
KU-QU-89,126,13515
FR-HH-72,112,9837
SPB-RD-5,120,4133
Z-PB-18,125,4669
HM-VT-194,126,8939
LB-YB-215,123,12968
HM-CH-75,132,4038
MAL-TG-434,114,1912
VG-QG-6,137,5394
ANG-BA-191,117,6108
IK-WB-09,121,9013
WZL-QV-55,112,10816
EIL-SE-953,124,9382
OS-PV-720,114,5137
BCH-WB-9,110,9437
WIS-OY-4,120,13181
MEK-CV-66,125,15337
NEW-MS-331,125,12594
MAK-TN-3,122,5998
FL-QW-924,116,8225
GRM-KG-72,118,12391
BBG-CD-18,121,12525
EMD-UY-7,115,7378
OHZ-GR-58,129,15339
SI-DY-28,127,15730
NL-ET-49,122,4598
ERB-GN-2,126,5639
APD-PU-500,126,8227
SEL-GH-942,117,13557
TE-QB-6,115,15219
DO-MI-238,124,10468
WER-KD-1,112,3275
SOG-ZA-863,121,12459
HEL-EX-914,131,15512
ECK-WF-68,125,8318
MER-AP-3,135,16334
BOT-IH-093,122,7499
HEI-JQ-50,127,6042
PCH-UV-1,139,6142
ROK-JL-339,114,12473
GER-JY-8,129,6329
MO-YF-8,128,5055
DAU-UV-0,123,8440
EE-XF-6,118,9068
DI-GH-77,125,14958
GRZ-TM-84,123,3312
NM-SE-1,127,7496
SPN-GB-477,112,17797
BWL-FO-210,119,14225
HEB-PX-57,124,9714
ROL-BQ-9,117,5112
HP-JT-83,124,5048
HU-QT-28,127,2828
RID-SP-08,125,11311
WBS-OD-99,114,8844
KL-WQ-42,115,10064
EW-PF-535,127,16595
FRI-PE-840,131,5446
EF-OM-095,117,5790
SLE-YK-194,133,9305
BNA-FJ-941,132,5211
TG-QO-5,111,3173
